客户编号,套餐品牌,信用等级,是否使用4GUSIM卡,是否4G资费,网龄,当月ARPU,当月MOU,当月DOU,终端使用时间（月）,当月省内漫游时长,当月省际漫游时长,营销是否成功
11258,2,5,0,0,178,395.67,2703,262,17,16,736,0
13716,2,5,1,0,180,395.41,2034,0,0,8,9,0
11298,2,5,1,0,189,395.18,1607,0,46,0,0,1
913,2,5,1,1,200,394.93,4261,1952544,2,85,330,0
9993,2,5,1,0,207,394.87,1861,0,0,0,0,0
11294,2,5,1,0,160,394.78,2839,10448,17,0,0,1
208,2,5,1,1,217,394.7,2629,1775386,3,14,15,0
10934,2,5,0,0,214,394.4,1492,62331,34,27,0,0
17260,2,5,0,1,188,394.37,1813,267760,19,53,0,1
8035,2,5,0,0,201,394.18,2564,80870,10,11,0,0
10483,2,5,0,0,191,394.13,1548,341073,1,98,127,0
2666,2,5,1,1,182,394.08,4088,559455,5,0,0,0
10939,2,5,1,1,216,393.71,2874,337044,31,31,0,1
10161,2,5,0,0,184,393.51,1978,63052,25,48,0,0
8752,2,5,1,1,189,393.37,2621,98361,19,153,59,1
13284,2,5,0,0,204,393.36,1608,282180,0,23,36,0
9979,2,5,1,0,204,392.79,1963,90740,28,69,0,1
13198,2,5,1,1,204,392.69,599,164254,15,5,15,1
209,2,5,1,1,208,392.65,1365,722497,1,0,55,0
8969,2,5,0,0,168,392.54,2753,0,14,0,0,0
896,2,5,1,1,201,391.99,4140,131667,1,57,89,0
11254,2,5,1,1,185,391.62,4047,126190,35,27,0,1
7862,2,5,0,0,198,390.9,2545,69666,21,185,0,0
14957,2,5,0,0,162,390.55,2445,156994,31,3,0,1
10558,2,5,0,0,180,390.42,3442,102274,31,11,605,1
11292,2,5,0,1,186,390.41,3319,182852,10,299,346,0
11252,2,5,1,1,190,390.29,3828,1016674,4,48,0,1
10950,2,5,1,1,213,390.13,3172,314640,1,287,0,0
1291,2,5,1,1,196,390.05,2687,682670,5,153,496,0
10128,2,5,1,0,189,390.04,4255,32834,9,401,43,0
9646,2,5,0,0,193,389.45,3354,20091,16,129,65,0
3051,2,5,1,1,180,388.85,3765,1174123,8,0,0,0
7942,2,5,0,0,200,388.65,1874,152041,30,0,0,1
8022,2,5,1,1,214,388.31,1326,678630,3,11,0,0
4032,2,5,1,1,166,388,2136,4023511,5,0,0,0
8603,2,5,0,1,205,387.79,2152,12695,1,0,0,0
7827,2,5,1,1,165,387.71,915,436967,1,7,28,0
16284,2,5,0,0,181,387.67,1091,242035,20,0,0,1
15787,2,5,0,0,191,387.6,1539,204552,10,0,0,1
15611,2,5,1,1,197,387.45,1186,104395,1,16,62,0
505,2,5,1,1,206,387.12,2834,2083448,4,129,0,0
10280,2,5,1,1,164,387.11,4089,222357,1,211,0,0
14328,2,5,1,1,206,387.01,2216,513782,6,0,0,0
11285,2,5,0,0,185,386.97,3974,14532,10,0,0,0
1126,2,5,1,1,199,386.78,3610,198655,6,10,0,0
16112,2,5,1,0,187,386.61,2271,541587,1,0,0,0
11102,2,5,1,1,204,386.07,1555,653132,6,164,304,0
569,2,5,1,1,206,385.95,3187,329850,1,128,0,0
10583,2,5,0,1,179,385.79,3948,236395,3,151,132,0
13341,2,5,1,0,204,385.64,4151,271949,2,626,0,0
14979,2,5,0,0,160,385.2,2548,31864,9,0,0,0
3313,2,5,1,1,176,385.13,3009,1368318,7,40,973,0
11262,2,5,1,1,167,385.13,2419,37634,1,53,0,0
13166,2,5,1,1,161,384.54,2539,736500,6,98,1662,0
15098,2,5,1,0,204,384.16,3142,37518,16,0,0,0
7985,2,5,0,0,191,384.13,1971,214619,11,0,0,0
1020,2,5,1,1,200,383.99,5130,257745,15,0,0,1
2846,2,5,1,1,182,383.75,1810,610023,7,0,0,0
2066,2,5,1,1,189,383.3,4369,790143,1,49,0,0
13941,2,5,1,1,167,383.26,1932,2011999,5,73,0,0
10921,2,5,1,1,163,382.76,3888,2582805,10,21,0,0
1860,2,5,1,1,187,382.39,4046,11,11,12,0,1
7920,2,5,0,0,163,382.23,1802,828271,1,280,3,0
3288,2,5,1,1,176,381.99,716,1312158,4,69,340,0
10961,2,5,1,1,201,381.7,1661,28467,2,25,0,0
15603,2,5,0,1,197,381.69,2236,187863,42,14,0,1
4102,2,5,1,1,166,381.34,1764,2213764,2,73,194,0
3974,2,5,1,1,168,381.14,3816,98491,1,0,0,0
384,2,5,1,1,212,380.78,3491,442062,10,2,0,0
1567,2,5,1,1,193,380.78,3159,840465,2,91,10,0
3146,2,5,1,1,178,380.53,2349,271272,1,199,784,0
8554,2,5,0,1,205,380.37,3279,527465,8,93,528,1
410,2,5,1,1,204,379.9,4106,852526,7,81,0,0
17256,2,5,0,0,168,379.41,1270,232,13,3,0,0
11289,2,5,1,1,178,379.31,573,9654,4,0,0,0
13608,2,5,1,1,186,379.18,3024,1197167,1,250,113,0
16271,2,5,1,0,183,379.13,3248,39171,3,0,0,0
8026,2,5,0,0,208,379.07,2205,0,14,105,1980,1
10931,2,5,0,0,205,378.75,3762,172486,1,69,0,0
3138,2,5,0,1,177,378.35,3175,85896,10,73,0,1
15106,2,5,1,1,203,378.3,2214,1150800,4,236,0,0
14247,2,5,0,0,202,378.24,1724,163823,12,330,6,0
39,2,5,1,1,207,377.88,2256,770551,4,53,0,0
11101,2,5,0,0,210,377.53,2662,92846,29,155,0,1
10020,2,5,1,0,206,377.46,1717,173363,1,589,0,0
16434,2,5,0,0,177,377.44,1389,8,16,0,22,0
13911,2,5,1,0,183,376.99,3025,45102,22,453,77,0
7992,2,5,0,0,205,376.96,4022,139220,17,34,0,0
8643,2,5,1,1,221,376.89,1573,339132,0,1124,0,0
9761,2,5,0,0,180,376.29,4263,91001,12,0,0,1
10334,2,5,1,1,206,376.24,3311,0,0,261,128,0
4609,2,5,0,1,163,376.19,1220,57619,11,16,11,0
5040,2,5,1,1,160,375.79,2275,485395,3,0,2275,0
11152,2,5,1,1,189,375.44,1524,1082437,3,37,20,0
4350,2,4,1,1,165,375.11,3293,56543,1,7,154,0
12175,2,4,0,0,51,374.83,361,0,0,0,0,0
4669,2,5,1,1,163,374.72,756,246564,29,0,0,1
8763,2,5,0,0,179,374.6,1987,209837,9,141,348,1
9852,2,5,1,1,201,374.53,2207,521298,7,72,119,0
11050,2,5,0,0,173,374.52,4045,272779,14,0,0,0
16636,2,5,0,1,173,374.51,3202,176752,35,90,175,1
11268,2,5,1,0,215,374.21,2787,114766,22,91,0,1
1168,2,5,1,1,197,374.14,2722,2181758,2,66,5,0
16293,2,5,0,0,181,373.99,1197,160075,17,0,0,1
15273,2,5,1,0,202,373.93,2490,175315,3,0,0,0
14322,2,5,1,1,208,373.92,1752,322631,19,0,0,1
15416,2,5,1,0,201,373.87,1843,165865,6,12,252,0
11283,2,5,0,0,185,373.81,2231,366524,20,0,0,0
1774,2,5,1,1,191,373.7,3486,449948,30,2,2767,1
17150,2,5,1,0,159,373.53,14,2178448,2,0,0,0
15771,2,5,0,1,190,372.61,2468,360359,1,0,0,0
10437,2,5,0,1,199,372.51,2600,452611,14,1669,316,1
17257,2,5,0,1,164,372.47,975,922953,8,12,188,1
9657,2,5,1,1,216,372.23,1126,279273,4,794,15,0
10253,2,5,1,1,168,372.06,3914,335302,11,26,55,1
8476,2,5,0,0,162,371.92,1964,459598,1,0,0,0
11074,2,5,0,1,164,371.84,3202,234277,7,33,0,0
10416,2,5,1,1,201,371.52,2686,352026,1,74,788,0
11266,2,5,0,0,206,371.12,2760,310351,17,47,0,1
7961,2,5,1,1,178,370.98,1920,990689,3,110,506,0
729,2,5,1,1,207,370.93,495,815039,3,5,15,0
11163,2,5,1,1,185,370.72,3680,833600,10,21,45,0
15941,2,5,0,0,188,370.53,1940,46590,19,187,465,0
12222,2,5,1,0,174,370.5,5443,4959,4,0,0,0
3843,2,5,1,1,205,370.09,4192,1334888,2,116,0,0
4271,2,5,1,1,166,370.05,2947,1406434,5,32,0,0
4586,2,5,1,1,163,369.78,3744,466123,20,0,0,1
10011,2,5,0,0,212,369.49,712,57532,24,24,7,0
11215,2,5,1,1,166,369.18,3415,245507,10,159,1057,1
13189,2,5,1,0,222,369.11,471,0,8,20,39,0
2861,2,5,1,1,180,368.92,2142,811929,1,387,753,0
380,2,5,0,1,205,368.36,4375,339953,16,473,655,1
622,2,5,1,1,201,368.31,2179,114534,12,0,0,1
6946,2,5,0,0,194,368.24,1224,6,47,8,642,1
6760,2,5,0,1,203,368.06,1007,369185,14,70,5,0
14742,2,5,1,0,176,367.7,2578,46181,19,0,0,0
15147,2,5,1,1,207,367.44,1512,237302,2,35,120,0
1392,2,5,1,1,192,366.84,3253,767805,14,104,426,1
2032,2,5,0,1,189,366.41,1734,76590,13,163,75,1
11261,2,5,0,1,173,366.33,3386,231722,24,291,1138,1
1861,2,5,1,1,187,366.23,1799,242499,9,34,0,0
770,2,5,1,1,233,366.12,4027,465266,7,10,182,0
14953,2,5,0,1,163,366.08,2004,1140910,15,0,0,1
10998,2,5,0,0,191,365.91,888,218152,32,1,1,1
327,2,5,1,1,225,365.81,2216,1250473,5,1,0,0
10432,2,5,1,1,198,365.73,2020,872799,1,15,265,0
7938,2,5,0,1,205,364.87,900,836096,10,641,7,1
3292,2,5,1,1,176,364.79,266,158870,9,0,195,0
1702,2,5,1,1,190,364.61,4989,23346,7,205,81,0
15237,2,5,0,1,210,364.01,3226,348685,19,0,0,0
11149,2,5,1,1,189,363.99,3572,423016,9,0,0,1
16972,2,5,0,0,164,363.88,2489,13889,17,0,0,0
10900,2,5,0,1,177,363.62,2821,194152,20,0,0,1
19290,3,5,1,0,78,363.55,681,145292,6,1,254,1
10201,2,5,0,0,146,363.53,4925,174819,14,0,207,1
1318,2,5,1,1,194,363.37,3499,190749,18,78,102,1
10829,2,5,1,1,208,363.31,3173,504593,9,52,0,1
10837,2,5,1,1,217,363.15,2837,1258085,9,3,133,0
2054,2,5,1,1,188,362.87,1242,989614,5,86,109,0
1934,2,5,1,1,188,362.71,2168,1409523,5,0,0,0
11280,2,5,0,0,193,362.53,3262,78668,19,75,186,1
5078,2,5,1,1,160,362.47,2151,597252,1,115,90,0
2378,2,5,1,1,183,362.34,3421,561368,13,32,0,1
13455,2,5,1,0,198,362.33,2275,474884,7,11,487,0
1185,2,5,1,1,199,362.14,3006,219824,4,265,34,0
6940,2,5,1,1,192,361.94,839,121685,9,6,0,0
10674,2,5,0,0,167,361.89,2943,195378,20,274,0,1
10597,2,5,1,1,178,361.22,3773,829480,6,0,0,0
13162,2,5,1,1,161,361.06,832,4474933,2,44,0,0
1962,2,5,1,1,189,360.79,2858,770447,10,0,0,0
14051,2,5,1,0,162,360.58,2779,0,50,12,0,1
10401,2,5,1,0,200,360.23,1342,29106,8,63,0,0
10170,2,5,0,0,181,359.82,2646,63515,7,0,0,0
2488,2,5,1,1,184,359.78,1315,192933,1,31,0,0
12259,2,5,0,0,170,359.51,175,0,0,9,93,0
8031,2,5,0,0,188,359.41,1817,253049,5,548,1025,0
11132,2,5,1,1,213,359.39,4086,1086092,2,286,104,0
16818,2,5,1,1,192,359.31,2323,111130,43,28,0,1
2748,2,5,1,1,180,358.96,2868,957686,6,0,0,0
12,2,5,0,1,203,358.81,5184,65746,1,690,90,0
7817,2,5,1,1,181,358.8,2000,24333,1,79,131,0
17247,2,5,0,0,201,358.7,648,57152,19,2,15,0
11281,2,5,1,1,193,358.03,1868,339675,0,641,0,0
7821,2,5,1,1,190,357.94,1805,376622,10,0,0,0
8708,2,5,1,1,163,357.94,3388,31275,0,69,183,0
10912,2,5,1,1,166,357.85,1779,2056643,6,0,0,0
15269,2,5,1,1,207,357.84,1560,608791,10,4,274,0
767,2,5,1,1,211,356.75,801,1121904,12,49,87,0
11060,2,5,1,1,168,356.65,3230,33,1,27,0,0
15952,2,5,0,1,189,356.57,2113,107699,9,82,0,0
15339,2,5,1,1,209,356.24,3275,218173,4,0,0,0
14719,2,5,0,1,178,355.97,1791,719768,30,7,0,1
322,2,5,1,1,209,355.78,3454,64262,1,8,364,0
15127,2,5,0,0,202,355.49,1306,62044,17,0,0,0
9684,2,5,1,1,212,355.2,946,471282,3,26,0,0
15775,2,5,0,0,190,355.13,1939,178515,14,60,202,0
11278,2,5,0,0,194,354.59,2078,55323,2,8,42,0
3489,2,5,1,1,174,354.51,2204,861306,0,0,254,0
5015,2,5,1,1,160,354.47,2551,658759,8,45,0,0
13892,2,5,0,1,169,354.26,914,285818,9,23,122,1
11239,2,5,0,1,202,354.21,355,709639,27,3,37,1
15508,2,5,1,0,198,354.21,608,0,30,1,46,1
13998,2,5,1,1,164,354.2,2228,114472,5,17,183,1
1431,2,5,1,1,193,354.18,1192,1245489,14,26,2,0
11259,2,5,1,0,178,353.99,2782,84467,19,976,0,0
18677,3,5,0,0,210,353.79,1689,171268,2,0,0,1
17249,2,5,0,0,199,353.56,1023,123540,39,10,37,1
15592,2,5,0,0,197,353.39,1833,314290,4,14,187,1
10205,2,5,0,1,178,353.37,2268,247056,13,181,742,1
10872,2,5,0,0,191,353.05,3232,13,15,0,3232,1
10010,2,5,0,1,211,352.99,3655,529084,1,124,323,0
17241,2,5,0,0,167,352.81,1102,1,9,0,0,0
11253,2,5,1,1,188,352.74,990,1062802,7,0,44,0
14637,2,5,1,0,184,352.71,3538,192448,2,68,0,0
14820,2,5,1,1,181,352.52,648,293055,0,0,0,0
15040,2,5,0,0,205,352.5,2534,171387,35,50,88,1
1636,2,5,1,1,190,352.43,2801,849140,13,13,0,1
13961,2,5,1,1,200,352.23,3246,334886,35,149,0,1
908,2,5,1,1,201,352.1,2448,294190,4,202,0,0
11286,2,5,0,0,184,352.07,3285,370752,3,337,45,1
8615,2,5,0,1,194,351.83,250,153260,22,5,0,1
10275,2,5,1,1,165,351.8,1749,1329369,6,19,0,1
15315,2,5,1,1,212,351.62,248,8034225,9,0,0,0
8929,2,5,1,0,189,351.48,1854,3705,30,16,0,0
14482,2,5,0,0,193,351.3,2272,69538,25,0,0,1
271,2,5,1,1,203,351.24,1262,321376,11,182,84,1
11287,2,5,1,1,180,351.23,2112,572469,0,12,0,0
11244,2,5,1,1,218,350.51,3636,357191,4,40,229,0
11080,2,5,1,1,159,350.28,4085,204070,7,30,105,0
1114,2,5,1,1,197,349.98,1281,1459791,1,0,0,0
11955,2,5,0,0,190,349.77,5590,179703,23,0,0,1
7826,2,5,1,1,176,349.38,1569,1103795,7,5,0,0
15935,2,5,1,1,189,349.33,1565,1583365,2,20,113,0
14416,2,5,0,1,199,349.31,2578,429941,31,0,0,1
15540,2,5,0,1,199,349.26,1091,58259,19,762,0,1
1759,2,5,1,1,191,349.17,1076,1292786,6,0,0,0
184,2,5,1,1,206,349.11,1384,1557119,5,46,172,0
796,2,5,1,1,201,349.07,1481,2045785,4,7,13,0
11071,2,5,0,1,166,349.01,1321,112697,1,0,170,1
8034,2,5,0,1,162,348.91,678,954760,4,678,0,1
7953,2,5,0,1,183,348.76,3850,468231,10,67,0,1
3149,2,5,1,1,131,348.47,3509,2815397,12,84,220,0
16436,2,5,0,0,178,348.35,2790,1310,4,0,0,0
1350,2,5,1,1,191,348.26,3237,298445,1,65,0,0
10933,2,5,0,0,212,348.24,3178,83997,18,5,77,1
15363,2,5,1,0,202,348.12,772,430126,2,0,0,0
11007,2,5,1,0,188,347.84,3059,926035,32,226,96,1
2885,2,5,1,1,178,347.79,1998,782253,9,180,245,0
7930,2,5,0,0,192,347.74,1840,62300,20,207,219,0
15581,2,5,0,1,198,347.64,1666,263969,17,37,278,1
10225,2,5,1,0,173,347.1,2518,51870,14,0,0,0
2526,2,5,1,1,185,346.23,3336,244516,10,346,379,0
7976,2,5,1,0,181,345.97,3146,53921,3,0,0,0
8006,2,5,1,1,180,345.97,3135,135800,33,66,0,1
2733,2,5,1,1,103,345.95,3062,782767,5,354,139,0
15900,2,5,0,0,188,345.94,1714,45398,24,502,0,0
10585,2,5,0,0,179,345.83,4094,77968,14,0,0,1
15084,2,5,0,0,206,345.78,2592,94083,29,29,0,1
1940,2,5,1,1,189,345.77,4729,94434,1,0,0,0
14127,2,5,1,1,197,345.71,548,21000,1,0,513,0
10805,2,5,1,1,176,345.61,2894,213375,15,266,169,0
12611,2,5,0,1,201,345.6,3236,1275659,12,18,2914,1
9994,2,5,1,1,222,345.57,2028,449965,8,201,207,0
8825,2,5,0,0,188,345.52,2895,109203,12,156,0,1
11272,2,5,1,0,224,345.52,2329,104617,8,100,7,1
11273,2,5,0,0,200,345.52,3452,3357,6,123,0,0
2075,2,5,1,1,189,345.43,1139,142244,3,23,242,0
11119,2,5,1,1,197,344.97,1599,182127,0,109,107,0
1713,2,5,1,1,191,344.94,4313,541818,16,441,47,1
574,2,5,1,1,204,344.76,1283,39390,5,9,4,0
536,2,5,1,1,204,344.75,4044,584751,41,155,0,1
3989,2,5,1,1,168,344.59,2452,155391,2,31,0,0
16842,2,5,0,1,168,344.25,2228,610280,29,77,0,1
10129,2,5,1,0,186,344.24,1939,233437,18,370,0,1
1269,2,5,1,1,196,343.8,1056,677804,8,51,47,0
16537,2,5,0,0,176,343.75,2203,156772,0,67,0,1
10097,2,5,1,1,193,343.68,2782,173050,7,173,472,0
10675,2,5,1,1,192,343.66,2986,189986,8,2,0,0
11031,2,5,0,0,181,343.63,1634,0,24,103,168,0
9679,2,5,0,0,192,343.62,2453,161438,20,0,0,0
8567,2,5,0,0,188,343.47,2662,115574,26,1513,0,1
1685,2,5,1,1,191,343.44,698,1648100,4,0,0,0
15090,2,5,1,0,208,342.98,1642,157461,21,11,24,1
11263,2,5,0,0,201,342.89,2184,229858,45,1175,274,1
10977,2,5,1,1,198,342.68,2855,223747,25,222,660,1
7968,2,5,0,0,146,342.48,2730,397318,14,0,0,1
3180,2,5,1,1,178,342.38,2767,490418,14,0,0,1
1007,2,5,1,1,215,342.33,6519,262772,7,0,0,1
330,2,5,1,1,206,342.16,1220,2946107,0,731,127,0
11277,2,5,0,0,191,341.94,752,207298,27,0,24,1
11293,2,5,1,1,100,341.86,1913,500583,9,230,0,0
7946,2,5,1,1,198,341.83,2555,187945,0,188,182,0
11151,2,5,1,1,189,341.81,2270,1593218,8,51,309,0
416,2,5,1,1,216,341.64,2467,541993,9,752,193,0
5047,2,5,1,1,160,341.58,2026,102486,17,6,599,1
781,2,5,0,1,207,341.48,4112,322101,8,158,0,1
9351,2,5,1,1,212,341.45,695,1842685,6,8,0,0
3216,2,5,1,1,178,341.24,1872,143433,3,19,27,1
10868,2,5,1,1,191,341.24,2785,561398,10,124,2429,0
11159,2,5,1,0,184,341.07,1635,244894,13,8,61,1
12796,2,5,1,1,188,340.9,2633,788647,10,163,0,0
16304,2,5,1,0,181,340.86,2968,111971,18,37,0,1
4826,2,5,1,1,162,340.8,1889,972998,7,142,0,0
5118,2,5,1,1,160,340.33,2807,290156,10,0,946,0
8329,2,5,0,0,183,340.26,2412,96154,22,1539,408,0
1932,2,5,1,1,188,340.21,1234,491879,5,96,4,0
17246,2,5,1,0,207,340.19,1679,23037,31,82,199,0
8706,2,5,1,1,164,339.98,1611,40792,3,108,279,0
783,2,5,1,1,211,339.78,2309,1005644,4,531,1651,0
846,2,5,1,1,200,339.67,2731,256621,1,93,223,0
15504,2,5,0,0,196,339.63,2223,0,25,129,0,0
11090,2,5,1,1,205,339.47,2330,634439,2,295,71,0
8428,2,5,0,0,168,339.36,2903,100329,0,0,1314,1
10762,2,5,0,0,196,339.27,3577,64383,23,84,26,0
10076,2,5,1,1,192,338.72,3277,1231621,0,37,274,0
15271,2,5,0,0,216,338.66,1104,270561,15,0,0,0
10485,2,5,1,1,191,338.57,2514,365374,4,300,761,1
10540,2,5,1,1,184,338.51,2575,526260,0,444,0,0
10973,2,5,1,0,197,338.38,1610,0,13,69,137,0
18616,3,4,1,1,159,338.28,1414,928535,8,0,0,0
10306,2,5,1,1,192,338.19,550,172036,0,373,2,0
7577,2,5,0,1,165,338.14,1225,348635,17,0,0,1
17254,2,5,0,0,211,338.1,1681,0,5,640,0,1
2153,2,5,1,1,185,337.92,3892,287696,9,99,667,0
12924,2,5,0,0,179,337.71,3083,0,22,0,0,0
2433,2,5,1,1,184,337.59,2316,383171,8,210,167,0
5034,2,5,1,1,160,337.57,2865,233969,1,199,0,0
1560,2,5,1,1,192,337.39,1084,2164512,6,0,0,0
7807,2,5,1,1,208,337.35,875,833335,3,5,38,0
7913,2,5,1,1,167,337.27,2808,567644,2,18,158,0
17825,3,5,1,1,167,337.26,2530,192857,11,0,0,1
10685,2,5,1,0,102,336.97,3409,6028,5,4,56,0
13033,2,5,1,1,176,336.64,1584,1931646,1,289,177,0
11771,2,5,0,0,204,336.37,1346,30715,3,507,825,0
15518,2,5,1,1,198,336.24,920,0,1,5,220,0
12043,2,5,1,0,186,336.22,1444,55119,12,130,61,0
16100,2,5,1,0,186,336.2,1510,26002,28,34,26,0
14138,2,5,0,1,207,335.77,3790,743586,14,268,0,1
3510,2,5,1,1,174,335.52,2505,122382,3,83,596,0
3235,2,5,1,1,176,335.37,1549,666417,1,0,0,0
12989,2,5,1,0,176,335.32,3270,2847,0,0,0,1
85,2,5,1,1,205,334.62,1729,1258296,7,103,91,0
15093,2,5,0,1,205,334.52,1227,322895,6,4,0,1
4636,2,5,1,1,163,334.5,1153,1204726,8,0,0,0
1507,2,5,1,1,195,334.24,3733,179743,43,3733,0,1
808,2,5,1,1,200,334.15,1829,422318,2,0,0,0
11112,2,5,0,0,200,333.95,2047,191150,10,67,1882,1
11171,2,5,1,1,182,333.8,2562,783583,8,0,0,1
8505,2,5,1,0,216,333.71,1880,386816,0,192,0,0
1109,2,5,1,1,199,333.59,4304,135578,33,83,333,1
3467,2,5,1,1,174,333.54,2594,476211,2,0,51,0
463,2,5,1,1,204,333.38,2644,195113,16,39,246,0
19039,3,5,0,0,162,333.27,487,286547,18,151,0,1
817,2,5,1,1,199,332.65,3193,256490,17,15,160,1
671,2,5,1,1,214,332.39,2525,314557,24,41,0,1
10289,2,5,1,1,162,332.34,2295,199186,2,404,861,1
8727,2,5,1,1,206,332.18,1065,85170,1,3,828,0
11276,2,5,1,0,191,331.69,551,0,17,41,0,0
17253,2,5,1,1,180,331.61,1718,197007,2,0,0,0
15868,2,5,0,1,190,331.47,1182,648613,21,0,0,1
11222,2,5,0,0,164,331.3,3460,0,15,909,836,0
16795,2,5,0,0,166,331.22,2050,174781,30,7,0,1
1362,2,5,1,1,194,331.1,3198,836078,6,1291,0,0
16328,2,5,1,1,180,331.09,3056,169285,1,69,0,0
4161,2,5,1,1,167,331.06,1576,152223,20,12,52,0
13849,2,5,1,1,174,330.41,2996,0,3,0,0,1
7966,2,5,0,0,166,330.21,2375,69,24,608,0,1
11049,2,5,1,1,172,330.11,2454,506581,0,54,0,0
4635,2,5,1,1,146,330.01,2565,240217,23,0,0,0
11291,2,5,0,0,176,329.91,2862,237864,21,148,0,0
7822,2,5,1,1,190,329.79,1058,31931,0,22,0,0
344,2,5,1,1,217,329.77,1814,677384,6,5,0,0
8076,2,5,1,0,188,329.49,1489,149001,10,4,735,1
8029,2,5,1,0,212,329.35,1287,57734,16,84,0,0
15929,2,5,0,0,188,329.22,1984,144272,23,0,0,1
5020,2,5,1,1,160,329.2,2843,412170,1,58,1987,1
8778,2,5,0,0,172,329.2,4787,97682,34,52,87,1
17234,2,5,0,1,176,328.74,624,670666,48,0,624,1
1730,2,5,1,1,190,328.67,1946,1273916,6,102,0,0
2763,2,5,1,1,180,328.64,1056,363275,1,37,0,0
1559,2,5,1,1,192,328.58,1851,169476,13,198,109,0
12713,2,5,1,1,193,328.34,1841,253719,5,0,0,0
11021,2,5,1,0,185,328.03,4030,54689,0,39,121,0
11061,2,5,0,0,168,327.82,4500,16442,3,0,0,0
12730,2,5,1,1,195,327.73,2865,635086,5,0,0,0
13787,2,5,0,0,177,327.54,2123,197322,18,48,305,1
16940,2,5,0,0,165,327.52,2206,146609,36,0,0,1
2102,2,5,1,1,188,327.4,3083,2199989,5,0,0,0
16240,2,5,0,0,183,327.39,2496,57862,1,0,0,0
2232,2,5,1,1,187,327.28,2082,3805064,4,23,0,0
11203,2,5,1,0,176,326.68,2296,175127,34,0,2296,1
12661,2,5,0,1,197,326.55,1113,804783,10,0,0,0
12779,2,5,0,1,189,326.37,1579,436785,16,38,21,1
11040,2,5,0,0,146,326.36,4569,70182,34,122,0,1
15244,2,5,1,1,210,326.24,951,79970,0,6,377,0
10653,2,5,1,1,169,326.12,2177,1340143,3,193,622,0
1495,2,5,1,1,193,326.09,2586,556891,8,0,0,0
4601,2,5,1,1,164,326.06,2932,186476,7,7,0,0
930,2,5,1,1,200,325.88,2915,138058,6,167,87,0
14445,2,5,0,0,194,325.65,1759,145618,32,0,165,1
10563,2,5,1,1,181,325.45,3098,917519,8,477,71,0
11264,2,5,1,1,162,325.43,1643,381215,33,28,0,1
1582,2,5,1,1,194,325.4,2119,145849,13,0,0,1
16258,2,5,1,1,182,325.24,604,406030,11,0,0,1
16336,2,5,0,0,181,325.18,2565,653120,8,63,0,1
15597,2,5,0,0,196,324.79,1770,82978,30,24,139,1
10503,2,5,1,1,188,324.75,1464,325087,1,155,0,0
1256,2,5,1,1,196,324.73,2572,126160,32,1940,0,1
16489,2,5,1,1,178,324.63,1265,234402,13,18,431,0
2013,2,5,1,1,188,324.6,3646,341908,4,23,0,0
9674,2,5,1,1,183,324.57,471,147287,0,0,57,0
11271,2,5,1,1,203,324.28,1405,162940,0,55,80,0
16896,2,5,0,0,165,324.27,2689,238380,12,377,0,1
210,2,5,1,1,216,324.21,2820,2555926,5,71,2,0
16678,2,5,0,0,186,324.21,1026,332489,20,192,0,0
3385,2,5,1,1,117,324.13,1993,418520,7,30,13,0
2515,2,5,1,1,185,323.84,2691,1910280,10,86,0,0
7886,2,5,1,0,186,323.74,1796,141683,24,0,0,0
11270,2,5,0,0,215,323.67,597,310938,18,565,2,0
10791,2,5,0,1,183,323.48,2957,250023,18,19,0,1
2444,2,5,1,1,184,323.04,586,1441252,9,0,0,0
2170,2,5,1,1,186,322.99,2314,688059,5,95,0,0
18250,3,5,0,1,195,322.86,118,398580,20,0,0,0
11243,2,5,0,0,200,322.75,2243,114658,15,7,1866,1
1456,2,5,1,1,193,322.74,3641,435986,6,1236,0,0
8653,2,5,0,0,186,322.12,3197,76199,11,1,0,1
9690,2,5,0,0,161,322.02,1330,123609,16,666,0,1
10447,2,5,1,1,197,322.01,2443,1062567,10,19,0,0
157,2,5,0,1,202,321.89,3606,491153,14,111,0,1
8548,2,5,0,1,163,321.81,2134,186524,3,59,157,1
8030,2,5,0,0,212,321.64,865,364504,26,12,89,1
1355,2,5,0,1,191,321.63,2755,6152,10,233,264,0
11274,2,5,0,0,201,321.6,1605,40932,17,104,25,0
11165,2,5,1,0,184,321.55,0,132579,1,0,0,1
922,2,5,1,1,202,321.53,3013,192292,4,0,0,0
3050,2,5,1,1,180,321.49,2350,5,6,0,0,0
10713,2,5,1,1,162,321.37,3155,453225,5,0,0,0
5149,2,5,1,1,159,321.08,3079,313282,0,0,0,0
7967,2,5,0,0,159,321.03,634,237423,33,0,0,1
8718,2,5,0,0,203,320.98,2443,263598,23,996,316,0
9963,2,5,0,0,202,320.98,2124,5977,6,2,54,0
1971,2,5,1,1,188,320.7,2953,26902,2,56,130,0
1140,2,5,1,1,197,320.64,235,462956,12,2,43,0
16511,2,5,0,0,176,320.56,1277,224396,32,132,0,1
11260,2,5,0,0,176,320.53,1719,15,5,81,1023,0
6651,2,5,1,0,225,320.24,111,3,0,0,0,0
1960,2,5,1,1,189,319.9,1788,288127,2,66,0,0
274,2,5,1,1,203,319.76,747,827056,4,0,0,0
1779,2,5,1,1,191,319.75,1229,1249997,1,35,0,0
